BLOOD BANK,757A,"1 UNIT OF FRESH FROZEN PLASMA",600
BLOOD BANK,758A,"1 UNIT OF PLATELETS",600
BLOOD BANK,759A,"1 UNIT OF CRYOPRECIPITATE",750
BLOOD BANK,760A,"PLASMAPHERESIS",7000
BLOOD BANK,761A,"PLATELET PHERESIS",8500
BLOOD BANK,762A,"PREDONATION DONOR SCREENING FOR OPEN HEART SU",600
BLOOD BANK,764A,"EXTERNAL CASE",100
BLOOD BANK,765A,"MANUAL PLASMAPHERESIS",375
BLOOD BANK,766A,"THERAPEUTIC PHLEBOTOMY",100
BLOOD BANK,767A,"CRYO(HEMOPHILIA)",300
BLOOD BANK,768A,"FFP(HEMOPHILIA)",300
BLOOD BANK,769A,"SCREENING TRANSFUSION TRANSMITTED VIRUS",100
BIOCHEMISTRY,11A,"BLOOD GLUCOSE FASTING, SUGAR",50
BIOCHEMISTRY,11B,"GLUCOSE FASTING AND P.P.",90
BIOCHEMISTRY,11C,"GLUCOSE TOLERANCE TEST (GTT)",290
BIOCHEMISTRY,11D,"EXTENDED GTT",350
BIOCHEMISTRY,11E,"GLUCOSE (GLUCO METER)",30
BIOCHEMISTRY,12A,"ELECTROLYTES(CHLORIDE OR BICARBONATE) EACH",75
BIOCHEMISTRY,12B,"ELECTROLYTES (Na&K) BOTH",150
BIOCHEMISTRY,12C,"ELECTROLYTES (Na,K,Cl)ALL",200
BIOCHEMISTRY,12D,"CHLORIDE",80
BIOCHEMISTRY,13A,"BLOOD UREA",70
BIOCHEMISTRY,14A,"SERUM CREATININE",70
BIOCHEMISTRY,15A,"SERUM URIC ACID",90
BIOCHEMISTRY,15B,"SERUM LACTIC ACID",310
BIOCHEMISTRY,16A,"SERUM CHOLESTEROL (TOTAL)",90
BIOCHEMISTRY,17A,"SERUM TRIGLYCERIDES",120
BIOCHEMISTRY,18A,"LIPID PROFILE",370
BIOCHEMISTRY,18B,"LPA",600
BIOCHEMISTRY,18C,"ELISA HOMOCYSTEINE",600
BIOCHEMISTRY,19A,"SERUM CALCIUM",75
BIOCHEMISTRY,20A,"SERUM PHOSPHORUS",60
BIOCHEMISTRY,21A,"SERUM MAGNESIUM",100
BIOCHEMISTRY,22A,"SERUM FLUORIDE",70
BIOCHEMISTRY,22B,"URINE FLUORIDE",70
BIOCHEMISTRY,22C,"FLUORIDE WATER",70
BIOCHEMISTRY,22D,"FLUORIDE(SERUM & URINE & WATER) ALL",200
BIOCHEMISTRY,22E,"BONE FLUORIDE",200
BIOCHEMISTRY,23A,"SERUM OSMOLALITY",210
BIOCHEMISTRY,23B,"URINE OSMOLALITY",210
BIOCHEMISTRY,23C,"OSMOLALITY(SERUM & URINE) BOTH",370
BIOCHEMISTRY,24A,"LIVER FUNCTION TEST (6 TESTS)",380
BIOCHEMISTRY,25A,"SERUM TOTAL PROTEINS & ALBUMIN",90
BIOCHEMISTRY,26A,"SERUM BILIRUBIN (TOTAL)",65
BIOCHEMISTRY,26B,"SERUM BILIRUBIN (CONJUGATED)",65
BIOCHEMISTRY,26C,"BILIRUBIN (TOTAL & CONJUGATED)",110
BIOCHEMISTRY,27A,"ASPARTATE AMINOTRANSFERASE(SGOT)",85
BIOCHEMISTRY,28A,"ALANINE AMINOTRANSFERACE(SGPT)",85
BIOCHEMISTRY,29A,"ALKALINE PHOSPHATASE",85
BIOCHEMISTRY,29B,"ALP ISOENZYMES",400
BIOCHEMISTRY,30A,"SERUM GGTP (GAMMA GT)",150
BIOCHEMISTRY,31A,"SERUM AMYLASE",160
BIOCHEMISTRY,31B,"SERUM LIPASE",250
BIOCHEMISTRY,31C,"G_6 PD ASSAY",220
BIOCHEMISTRY,32A,"LACTATE DEHYDROGENASE (LDH)",130
BIOCHEMISTRY,32B,"LDH Isoenzymes",400
BIOCHEMISTRY,33A,"CREATININE PHOSPHOKINASE (CPK)",160
BIOCHEMISTRY,33B,"CPK-NAC & CPK-MB",300
BIOCHEMISTRY,33C,"CK ISOENZYMES - CK MASS",450
BIOCHEMISTRY,34A,"ACID PHOSPHATASE (TOTAL & PROSTATIC) BOTH",180
BIOCHEMISTRY,34B,"ACID PHOSPHATASE (TOTAL)",100
BIOCHEMISTRY,35A,"STONE ANALYSIS",210
BIOCHEMISTRY,36A,"AMMONIUM LOAD TEST",210
BIOCHEMISTRY,37A,"SPECTRAL ANALYSIS FOR (PORPHYRINS)",130
BIOCHEMISTRY,38A,"SPECTRA FOR HAEMOGLOBIN",130
BIOCHEMISTRY,39A,"CSF/PLEURAL/ASCITIC/SYNO.FLD,(PROTEIN,SUG&CHL",160
BIOCHEMISTRY,39B,"FLUID ANALYSIS (URIC ACID)",90
BIOCHEMISTRY,39C,"FLUID ANALYSIS (LDH)",130
BIOCHEMISTRY,39D,"FLUID ANALYSIS (AMYLASE)",160
BIOCHEMISTRY,40A,"PROTHROMBIN TIME (PT)",100
BIOCHEMISTRY,41A,"ACTIVATED PARTIAL THROMBO PLASTIN TINE (APTT)",180
BIOCHEMISTRY,42A,"THROMBIN TIME (TT)",300
BIOCHEMISTRY,43A,"PLASMA FIBRINOGEN",200
BIOCHEMISTRY,44A,"FIBRINOGEN DEGRADATION PRODUCTS (FDP) QUANTIT",500
BIOCHEMISTRY,45A,"EUGLOBULIN CLOTLYSIS TIME",160
BIOCHEMISTRY,46A,"UREA CLOTLYSIS",80
BIOCHEMISTRY,47A,"LUPUS INHIBITORS",500
BIOCHEMISTRY,48A,"COAGULATION FACTOR VIII",1500
BIOCHEMISTRY,48B,"COAGULATION FACTOR IX",1500
BIOCHEMISTRY,48C,"COAGULATION FACTOR XIII",100
BIOCHEMISTRY,48D,"PROTEIN C",1000
BIOCHEMISTRY,48E,"PROTEIN S",1000
BIOCHEMISTRY,48F,"PROTEIN C AND PROTEIN S BOTH",1800
BIOCHEMISTRY,48G,"AT III",1000
BIOCHEMISTRY,48H,"D-DIMER",500
BIOCHEMISTRY,48I,"PROTEIN C+PROTEIN S+ AT III",2600
BIOCHEMISTRY,48J,"FACTOR VIII + FACTOR IX",2600
BIOCHEMISTRY,49A,"MIXING EXPERIMENT",500
BIOCHEMISTRY,49B,"COMPLETE COAGULATION PROFINE SCREEN(PT,APTT,F",600
BIOCHEMISTRY,50A,"SERUM FRUCTOSAMINE",80
BIOCHEMISTRY,51A,"GLYCOSYLATED HEMOGLOBIN A1",280
BIOCHEMISTRY,52A,"GLYCOSYLATED Hb A1C",280
BIOCHEMISTRY,52B,"PROTEIN C,PROTEIN S,AT III,HOMOCYSTEINE,PT,AP",3200
BIOCHEMISTRY,53A,"COMPLEMENT COMPONENT (C3 OR C4) EACH",400
BIOCHEMISTRY,53B,"COMPLEMENT COMPONENT (C3 & C4) BOTH",700
BIOCHEMISTRY,54A,"SERUM MYOGLOBIN (QUALITATIVE,LATEX)",350
BIOCHEMISTRY,55A,"SERUM IMMUNOGLOBULINS (EACH) IgG OR IgA OR Ig",300
BIOCHEMISTRY,55B,"SERUM IMMUNOGLOBULINS (ALL THREE)",800
BIOCHEMISTRY,55C,"IMMUNOGLOBULIN IgG SUBCLASS(EACH)",400
BIOCHEMISTRY,55D,"IMMUNOGLOBULIN E (IgE)ELISA",350
BIOCHEMISTRY,55E,"HEMOGLOBIN ELECTROPHORESIS",450
BIOCHEMISTRY,55F,"LIPOPROTEIN ELECTROPHORESIS",450
BIOCHEMISTRY,56A,"SYNOVIAL/CSF/URINE FLUID/ELECTORP.",500
BIOCHEMISTRY,56B,"SERUM PROTEIN ELECTROPHORESIS",350
BIOCHEMISTRY,56C,"KAPPA AND LAMBDA QUANTITATION",700
BIOCHEMISTRY,56D,"URINE MICRO ALBUMINURIA",220
BIOCHEMISTRY,57A,"SERUM IMMUNOELECTROPHORESIS",1500
BIOCHEMISTRY,57B,"IMMUNOFOCUSSING BENCE JONES PROTEINS URINE",2100
BIOCHEMISTRY,57C,"SERUM IMMUNOFIXATION ELECTROPHORESIS(IFE)",2000
BIOCHEMISTRY,58A,"SERUM CRYOGLOBULIN",50
BIOCHEMISTRY,59A,"PARAPROTEIN (MONOCLONAL IMMUNOGLOBULIN) PROFI",3200
BIOCHEMISTRY,60A,"HLA B-27",600
BIOCHEMISTRY,61A,"MYOGLOBIN (QUANTITATIVE) ELISA",450
BIOCHEMISTRY,61B,"TROPONIN-T (TNT) ELISA",600
BIOCHEMISTRY,61C,"APOLIPOPROTEIN A1 ELISA",250
BIOCHEMISTRY,61D,"APOLIPOPROTEIN B ELISA",250
BIOCHEMISTRY,61E,"APOLIPOPROTEIN A1 & B (BOTH) ELISA",450
BIOCHEMISTRY,61F,"TROP T (QUALITATIVE)",650
BIOCHEMISTRY,61G,"N/C-TELOPEPTIDE",450
BIOCHEMISTRY,61H,"N/C-TELOPEPTIDE + BONE ALP",500
BIOCHEMISTRY,62A,"INSULIN ELISA",400
BIOCHEMISTRY,62B,"GTT WITH INSULIN 4 POINT CURVE ELISA",1250
BIOCHEMISTRY,62C,"C-PEPTIDE ELISA",500
BIOCHEMISTRY,62D,"GTT WITH 'C' PEPTIDE 4 POINT CURVE ELISA",1400
BIOCHEMISTRY,63A,"ALPHAFETOPROTEIN (AFP) ELISA",380
BIOCHEMISTRY,64A,"BETA HUMAN CHORIONIC GONADOTROPIN (B-HCG) ELI",380
BIOCHEMISTRY,65A,"CARCINO EMBRYONIC ANTIGEN (CEA) ELISA",380
BIOCHEMISTRY,66A,"FERRITIN ELISA",350
BIOCHEMISTRY,66B,"HEPTOGLOBIN",350
BIOCHEMISTRY,66C,"TRANSFERRIN",350
BIOCHEMISTRY,66D,"IRON",70
BIOCHEMISTRY,66E,"UIBC / TIBC",70
BIOCHEMISTRY,66F,"IRON/UIBC/TIBC,FERRITIN",450
BIOCHEMISTRY,67A,"PROSTATE SPECIFIC ANTIGEN (PSA) ELISA",450
BIOCHEMISTRY,67B,"FREE PSA",450
BIOCHEMISTRY,67C,"TOTAL AND FREE PSA BOTH",800
BIOCHEMISTRY,67D,"Urinary NMP22 CA bladder Elisa",1500
BIOCHEMISTRY,68A,"NEURON SPECIFIC ENOLASE (NSE) ELISA",500
BIOCHEMISTRY,69A,"BETA-2 MICROGLOBULIN (B2M) ELISA",350
BIOCHEMISTRY,70A,"CA-125 ELISA",600
BIOCHEMISTRY,71A,"CA-19-9 ELISA",600
BIOCHEMISTRY,71B,"CYFRA-21 ELISA",600
BIOCHEMISTRY,71C,"BONE ALP",150
BIOCHEMISTRY,72A,"CA-15-3 ELISA",600
BIOCHEMISTRY,72B,"FSH ELISA",350
BIOCHEMISTRY,72C,"LH ELISA",350
BIOCHEMISTRY,72D,"PROLACTIN ELISA",350
BIOCHEMISTRY,72E,"FSH,LH,PROLACTIN (ALL THREE) ELISA",900
BIOCHEMISTRY,72F,"CORTISOL",350
BIOCHEMISTRY,72G,"PROGESTERONE",350
BIOCHEMISTRY,72H,"TESTOSTERON",350
BIOCHEMISTRY,72I,"ESTRADIOL",350
BIOCHEMISTRY,72J,"ESTRADIOL AND PROGESTERON (BOTH)",650
BIOCHEMISTRY,73A,"URINARY PROTEINS (24 HOURS)",80
BIOCHEMISTRY,73B,"URINARY CREATININE CLEARANCE",150
BIOCHEMISTRY,73C,"URINARY ELECTROLYTES (Na & K) BOTH",150
BIOCHEMISTRY,73D,"URINARY CALCIUM (24 HOURS)",75
BIOCHEMISTRY,73E,"URINARY PHOSPHORUS CLEARANCE",150
BIOCHEMISTRY,73F,"URINARY PHOSPHORUS",65
BIOCHEMISTRY,73G,"URINARY URIC ACID",90
BIOCHEMISTRY,73H,"URINARY AMINDACIDS (CHROMATOGRAPHY)",300
BIOCHEMISTRY,73I,"VMA (QUANTITATIVE)",250
BIOCHEMISTRY,74A,"AMIND ACID (INDIVIDUAL) SPOT TEST",65
BIOCHEMISTRY,74B,"URINE TEST FOR CHYLE SPOT TEST",60
BIOCHEMISTRY,74C,"URINARY MUCOPOLYSACCHARIDES (SPOT TEST)",65
BIOCHEMISTRY,74D,"URINARY HOMOGENTISIC ACID (SPOT)",60
BIOCHEMISTRY,74E,"URINARY PHENYLKETONURIA/ALKPTONURIA (SPOT)",60
BIOCHEMISTRY,74F,"URINARY VMA (SPOT TEST) QUALITATIVE",60
BIOCHEMISTRY,74G,"5 OH INDOLE ACETIC ACID (SPOT)",60
BIOCHEMISTRY,74H,"URINARY PORPHOBILINOGEN (SPOT)",60
BIOCHEMISTRY,74I,"VMA QUANTITATIVE MANUAL METHOD",350
BIOCHEMISTRY,75A,"VMA (COLUMN - METHOD QUANTITATIVE)",650
BIOCHEMISTRY,75B,"METANEPHRINE (COLUMN - METHOD)",650
BIOCHEMISTRY,75C,"5 HIAA (COLUMN -METHOD)",650
BIOCHEMISTRY,75D,"VMA (QUANTI) & METANEPHRINE BOTH",1200
BIOCHEMISTRY,75E,"VMA (QUANTI) and METANEPHRINE BOTH and 5HIAA",1800
BIOCHEMISTRY,76A,"ALA (COLUMN - METHOD)",700
BIOCHEMISTRY,76B,"PBG(COLUMN METHOD)",600
BIOCHEMISTRY,76C,"PORPHYRIA (COLUMN METHOD)",1000
BIOCHEMISTRY,76D,"ALA,PBG,PORTHYRIA (ALL)",1800
BIOCHEMISTRY,77A,"OSTEOCLASTIC BONE PROFILE(ALP,CA,P,B-ALP,N/C-",800
BIOCHEMISTRY,77B,"OSTEOBLASTIC BONE PROFILE(ALP,CA,P,B-ALP,OSTE",800
BIOCHEMISTRY,77C,"BONE PROFILE BOTH",1500
BIOCHEMISTRY,78A,"BSR/BU/SC",195
BIOCHEMISTRY,78B,"BSR/BU/SC/SE",355
BIOCHEMISTRY,78C,"BU/SC/SE",300
BIOCHEMISTRY,78D,"PT,APTT (40A+41A)",280
BIOCHEMISTRY,78E,"CARDIAC PANEL I(CK,CK-MB,LDH)",400
BIOCHEMISTRY,78F,"CARDIAC PANEL II(CK-MB MASS,MYOGLOBIN,TROP-T)",1000
BIOCHEMISTRY,78G,"THYROID RIA T3",150
BIOCHEMISTRY,78H,"THYROID RIA T4",150
BIOCHEMISTRY,78I,"THYROID RIA TSH",200
BIOCHEMISTRY,78J,"THYROID RIA T3 T4 TSH",500
BIOCHEMISTRY,UNANI,"BS(F AND PP)/LP/BU/SC/UA/SP/AP",920
CARDIOLOGY,3000,"CARDIAC HEMODYNAMICS",3500
CARDIOLOGY,3001,"CORONARY ANGIOGRAM (GW)",6000
CARDIOLOGY,3002,"CORONARY ANGIOGRAM (SPR)",9000
CARDIOLOGY,3003,"CORONARY ANGIOGRAM (PR)",10000
CARDIOLOGY,3004,"RHC+LHC CATH (GW)",6000
CARDIOLOGY,3005,"RHC+LHC CATH (SPR)",9000
CARDIOLOGY,3006,"RHC+LHC CATH (PR)",10000
CARDIOLOGY,3007,"EXTRA CHARGES FOR CREDIT",1000
CARDIOLOGY,3008,"PERCUTANEOUSBALLOONMITRALVALVULOPLASTY(PBMV)",25000
CARDIOLOGY,3009,"PERCUTANEOUSBALLOONMITRALVALVULOPLASTY(PBMV)",40000
CARDIOLOGY,3010,"PERCUTANEOUSBALLOONMITRALVALVULOPLASTY (PBMV)",45000
CARDIOLOGY,3011,"IABP (GW)",35000
CARDIOLOGY,3012,"IABP (SPR)",40000
CARDIOLOGY,3013,"IABP (PR)",45000
CARDIOLOGY,3014,"EMERGENCY IABP (GW)",38500
CARDIOLOGY,3015,"EMERGENCY IABP (SPR)",44000
CARDIOLOGY,3016,"EMERGENCY IABP (PR)",49500
CARDIOLOGY,3017,"PTCA -IVD (GW)",30000
CARDIOLOGY,3018,"PTCA -IVD (SPR)",45000
CARDIOLOGY,3019,"PTCA -IVD (PR)",55000
CARDIOLOGY,3020,"EXTRA CHARGES FOR CREDIT PATIENTS",5000
CARDIOLOGY,3021,"EXTRA GUIDE WIRE",5000
CARDIOLOGY,3022,"EXTRA GUIDE CATHETER",5000
CARDIOLOGY,3023,"EXTRA BALLOON",20000
CARDIOLOGY,3024,"NON-IONIC CONTRAST 50ML",1000
CARDIOLOGY,3025,"NON-IONIC CONTRAST 100ML (MORE THAN 50 -100ML",2000
CARDIOLOGY,3026,"NON-IONIC CONTRAST 150ML (MORE THAN 100-150 M",3000
CARDIOLOGY,3027,"NON-IONIC CONTRAST 200ML (MORE THAN 150-200ML",4000
CARDIOLOGY,3028,"CINE FLUROSCOPY",500
CARDIOLOGY,3029,"PERICARDIAL TAP",4500
CARDIOLOGY,3030,"TEMPORARY PACEMAKER",3000
CARDIOLOGY,3031,"PERMANENT PACEMAKER (COST OF PACEMAKER EXTRA)",5000
CARDIOLOGY,3032,"ELECTRO PHYSIOLOGICAL STUDY (EPS)",15000
CARDIOLOGY,3033,"RADIO FREQUENCY ABLATION",30000
CARDIOLOGY,3034,"PBAV",25000
CARDIOLOGY,3035,"PBPV",25000
CARDIOLOGY,3036,"PDA CLOSER + COST OF DEVICE EXTRA",10000
CARDIOLOGY,3037,"ATHERECTOMY",70000
CARDIOLOGY,3038,"ROTOBLATOR",75000
CARDIOLOGY,3039,"PERIPHERAL ANGIOPLASTY (WITHOUT STENT)",25000
CARDIOLOGY,3040,"VISCERAL ANGIOPLASTY",5000
CARDIOLOGY,3041,"RENAL ANGIOGRAPHY",5000
CARDIOLOGY,3042,"RENAL ANGIOPLASTY",25000
CARDIOLOGY,3043,"HOLTER",800
CARDIOLOGY,3044,"TREADMILL TEST",600
CARDIOLOGY,3045,"STRESS THALLIUM (COST OF THALLIUM EXTRA) *",600
CARDIOLOGY,3046,"TRANSESOPHAGEAL ECHO",1000
CARDIOLOGY,3047,"STRESS ECHO",1000
CARDIOLOGY,3048,"DOBUTAMINE ECHO",1500
CARDIOLOGY,3049,"LATE POTENTIAL",500
CARDIOLOGY,3050,"PHONOCARDIOGRAM",500
CARDIOLOGY,3051,"VECTOR CARDIOGRAM",500
CARDIOLOGY,3052,"APEX CARDIOGRAM",500
CARDIOLOGY,3053,"KINETOCARDIOGRAPHY",500
CARDIOLOGY,3054,"BEDSIDE HAEMODYNAMIC MONITORING",3000
CARDIOLOGY,3055,"ECG",50
CARDIOLOGY,3056,"2D ECHO",500
CARDIOLOGY,3057,"BEDSIDE ECHO",600
CARDIOLOGY,3058,"TRANSTHORACIC PACING",1000
CARDIOLOGY,3059,"VENTILATOR TREATMENT (PER DAY)",500
CARDIOLOGY,3060,"ENDO MYO CARDIAL BIOPSY (HISTOPATHOLOGY CHGS",7000
CARDIOLOGY,3061,"BALLOON ATRIAL SEPTOSTOMY",10000
CARDIOLOGY,3062,"ELECTIVE DC",500
CARDIOLOGY,3063,"PERIPHERAL ANGIOGRAPHY",5000
CARDIOLOGY,3064,"I A B P BALLOON",25000
CARDIOLOGY,3065,"EXTRA BALLOON FOR PTCA",25000
CARDIOLOGY,3066,"AORTOGRAM",5000
CARDIOLOGY,3067,"RENAL ANGIOGRAPHY",5000
CARDIOLOGY,3068,"ASD DEVICE CLOSER",10000
CARDIOLOGY,3069,"EVENING CLINIC CONSULTATION",100
CARDIOLOGY,3070,"INTERVENTION CLINIC",100
CARDIOLOGY,3071,"PROSTHETIC VALVE CLINIC",100
CARDIOLOGY,3072,"FACE MAKER FOLLOW UP CLINIC(SINGLE CHAMBER)",200
CARDIOLOGY,3073,"PACE MAKER FOLLOWUP CLINIC (DUAL",200
CARDIOLOGY,3074,"CARDIAC CONSULTATIONS TO OTHER DEPARTMENTS",100
CARDIOLOGY,3075,"MASTER CARDIAC CHECK UP (MINIMUM OF 50 MEMBER",750
CARDIOLOGY,3076,"HIS BUNDLE ELECTROGRAM",1000
CARDIOLOGY,3077,"SUPRAVENTRICULAR MAPPING",5000
CARDIOLOGY,3078,"VENTRICULAR MAPPING",10000
CARDIOLOGY,3079,"RF ABLATION WITHOUT MAPPING",15000
CARDIOLOGY,3080,"RF ABALATION OF VENTRICLE",10000
CARDIOLOGY,3081,"RF ABLATION OF ATRIUM",5000
CARDIOLOGY,3082,"VALVULAR FLUORO",100
CARDIOLOGY,3083,"ARTERIAL SHEATH",600
CARDIOLOGY,3084,"WEDGE PRESSURE CATHETER",2000
CARDIOLOGY,3085,"HOLTER SCANNING",400
CARDIOLOGY,3086,"ABBREVIATED GXT",300
CARDIOLOGY,3087,"M-MODE ECHO",250
CARDIOLOGY,3088,"NON IONIC CONTRAST 50ML",1500
CARDIOLOGY,3089,"NON IONIC CONTRAST 25ML",750
CARDIOLOGY,3090,"TRANSCATHETER VALVULOPLASTY",30000
CARDIOLOGY,3091,"PERCUTANEOUS VALVULOPLASTY",20000
CARDIOLOGY,3092,"BAIL-OUT VALVULOPLASTY",10000
CARDIOLOGY,3093,"INTERVENTIONAL CORONARY ANGIOPLASTY",30000
CARDIOLOGY,3094,"ADHOC CORONARY ANGIOPLASTY",20000
CARDIOLOGY,3095,"PERCUTANEOUS CARDIAC PUS ASPIRATION BY NEEDLE",1000
CARDIOLOGY,3096,"PERCUTANEOUS CARDIAC PUS ASPIRATION BY CATHET",2000
CARDIOLOGY,3097,"EXTERNAL PACING",2000
CARDIOLOGY,3098,"ABBREVIATED PERIPHERAL ANGIO PLASTY",15000
CARDIOLOGY,3099,"BAIL - OUT IAB",10000
CARDIOLOGY,3100,"2D ECHO WITH CASSETTE",550
CARDIOLOGY,3101,"ABANDONED PTCA",12000
CARDIOLOGY,3102,"ABANDONED PBMV",5000
CARDIOLOGY,3103,"RIGHT HEART STUDY/LEFT HEART STUDY",3500
CARDIOLOGY,3104,"EPTIFIBATIDE",22000
CARDIOLOGY,3105,"GUIDE WIRE",750
CARDIOLOGY,4001,"RASHKIND PROCEDURE",5000
CARDIOLOGY,4002,"HBs AG KIT",1500
CARDIOLOGY,4003,"CORONARY ANGIOGRAM (GW)",5000
CARDIOLOGY,4004,"CORONARY ANGIOGRAM (SEMI GW)",6000
CARDIOLOGY,4005,"CORONARY ANGIOGRAM (SPR)",8000
CARDIOLOGY,4006,"CORONARY ANGIOGRAM (PR)",10000
CARDIOLOGY,4007,"CORONARY ANGIOGRAM (AC SINGLE ROOM)",12000
CARDIOLOGY,4008,"CARDIAC CATHETERIZATION (GW)",5000
CARDIOLOGY,4009,"CARDIAC CATHETERIZATION (SEMI GW)",6000
CARDIOLOGY,4010,"CARDIAC CATHETERIZATION (SPR)",8000
CARDIOLOGY,4011,"CARDIAC CATHETERIZATION (PR)",10000
CARDIOLOGY,4012,"CARDIAC CATHETERIZATION (AC SINGLE ROOM)",12000
CARDIOLOGY,4013,"PTCA (GW)",25000
CARDIOLOGY,4014,"PTCA (SEMI GW)",30000
CARDIOLOGY,4015,"PTCA (SPR)",35000
CARDIOLOGY,4016,"PTCA (PR)",45000
CARDIOLOGY,4017,"PTCA (AC SINGLE ROOM)",50000
CARDIOLOGY,4018,"PBMV (GW)",15000
CARDIOLOGY,4019,"PBMV (SEMI GW)",20000
CARDIOLOGY,4020,"PBMV (SPR)",30000
CARDIOLOGY,4021,"PBMV (PR)",40000
CARDIOLOGY,4022,"PBMV (AC SIGLE ROOM)",45000
CARDIOLOGY,4023,"DIRECT STENTING (GW)",20000
CARDIOLOGY,4024,"DIRECT STENTING (SEMI GW)",25000
CARDIOLOGY,4025,"DIRECT STENTING (SPR)",30000
CARDIOLOGY,4026,"DIRECT STENTING (PR)",40000
CARDIOLOGY,4027,"DIRECT STENTING (AC SINGLE ROOM)",45000
CARDIOLOGY,4028,"IABP (GW)",30000
CARDIOLOGY,4029,"IABP (SEMI GW)",30000
CARDIOLOGY,4030,"IABP (SPR)",35000
CARDIOLOGY,4031,"IABP (PR)",40000
CARDIOLOGY,4032,"IABP (AC SINGLE ROOM)",40000
CARDIOLOGY,4033,"EXTRA BALLOON (GW)",15000
CARDIOLOGY,4034,"EXTRA BALLOON (SEMI GW)",15000
CARDIOLOGY,4035,"EXTRA BALLOON (SPR)",20000
CARDIOLOGY,4036,"EXTRA BALLOON (PR)",20000
CARDIOLOGY,4037,"EXTRA BALLOON (AC SINGLE ROOM)",20000
CARDIOLOGY,5001,"CORONARY ANGIOGRAM (GW)",7000
CARDIOLOGY,5002,"CORONARY ANGIOGRAM (SPR)",10000
CARDIOLOGY,5003,"CORONARY ANGIOGRAM (PR)",11000
CARDIOLOGY,5004,"RHC+LHC CATH (GW)",7000
CARDIOLOGY,5005,"RHC+LHC CATH (SPR)",10000
